tonie_id,title,figure,description,runtime,age_recommendation,image
298,Schatzjagd im Museum/Magische Meisterschaft,Der kleine Hui Buh,"Das kleine Nachwuchs-Gespenst Hui Buh bekommt von seinem Lehrmeister, der Fledermaus Frederik, eine neue Aufgabe gestellt: Er soll einen Gegenstand lebendig spuken. Währenddessen macht die kleine Hexe Hedda Hex Bekanntschaft mit der traurigen Pauline. Und nicht erschrecken: die zweite Geschichte beginnt mit großem Geheul! Denn Hui Buh soll sein ganz eigenes, schauriges Gespenster-Heulen finden. Hedda Hex dagegen steht vor einer ganz anderen, schwierigen Aufgabe. Was die kleine Lilly damit zu tun hat, erfahrt ihr auf diesem Tonie.",ca. 69 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0169-98-0513-b-yEMF7LOQ.png"
299,Weltbeste Briefe von Felix,Felix,"Sophies Hase Felix hat wieder das Reisefieber gepackt. Und so kommt es, dass nach und nach wieder sechs Briefe von Felix eintrudeln. Mit seinem fliegenden Koffer erlebt der reiselustige Hase so manches Abenteuer: er startet aus der deutschen Hauptstadt, besucht Graf Dracula und einen Maharadja, fliegt nach China, Mexiko und Florida.",ca. 69 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0176-98-0555-b-oQnNptSP.png"
300,"Ich mach dich gesund, sagte der Bär",Janosch,"Ich mach dich gesund, sagte der Bär… „Ich bin ja so krank“, rief der kleine Tiger, „ich kann mich fast nicht mehr bewegen.“ „Halb so schlimm“, sagte der kleine Bär, „ich mach Dich gesund. Wo tut es Dir ungefähr weh?“ „Hier“, sagte der kleine Tiger und zeigte zuerst auf die Pfote. „Und vorne und hinten und rechts und links und oben und unten …“",ca. 52 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0022-b-m5cXI77L.png"
301,Jahreszeitenlieder,Lieblings-Kinderlieder,"Singen und Tanzen im Frühjahr, Sommer, Herbst und Winter: 22 der beliebtesten Jahreszeitenlieder begleiten dich durch Jahr – modern interpretiert von den Minimusikern.",ca. 54 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000990-50003231-b-SMvKEm_K.png"
302,Wie Findus zu Pettersson kam,Pettersson und Findus,"Es war einmal ein Pappkarton, in dem waren grüne Erbsen drin. Zunächst. Dann als sie aufgegessen waren, kam etwas anderes in den Karton: ein kleiner Kater, noch so klein, dass er Platz in einer Hand hatte. Ein Geschenk für Pettersson.So fangen Märchen an. Und der alte Pettersson hatte ein Gefühl, als wenn man an einem Sommermorgen das Rollo hochzieht und das warme Sonnenlicht hereinströmt. Noch kann der Kater nicht sprechen und noch trägt er keine Hose aber eines Tages, beim Zeitunglesen, da ist es so weit: „So eine Hose will ich auch auch haben“, sagt Findus. Was für einen wunderbaren Kater Pettersson doch bekommen hat!",ca. 30 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0081-98-0128-b-vIi7BJNN.png"
303,Unter meinem Bett 2,Unter meinem Bett,"Auf dem zweiten Teil des Supersamplers kommt erneut zusammen, was zusammengehört: Starke Songs, die mit intelligenten Texten, mit handgemachter und authentischer Musik überzeugen. Eine wundervolle Sammlung von emotionalen Songs, die Herz, Hirn und Tanzbeine gleichermaßen ansprechen.",ca. 45 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0040-98-0116-b-0LUCF0o8.png"
304,Ella in der Schule,Ella,"Ella geht gern zur Schule, weil nirgend wo sonst so viele lustige Sachen passieren. Zum Beispiel im Schwimmunterricht, als der Lehrer sagt, dass alle erst ins Wasser dürfen, wenn er auf seiner Trillerpfeife pfeift. Wie die sich denn anhört, will Pekka wissen, und da macht es ihm der Lehrer natürlich vor … In der Schule ist es wirklich lustig. An guten Tagen findet das sogar der Lehrer.",ca. 114 Minuten,Ab 7 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0049-98-0125-b-GSMYClu0.png"
305,Der Ball im Prinzessinnen-Schloss,Die Playmos,"Liv ist begeistert: Die Playmos hat es ins Prinzessinnen-Schloss verschlagen! Dort steht der große Sommerball an, doch das Schloss ist ein einziges Chaos und Königin Feadora völlig verzweifelt. Die Freunde müssen gleichzeitig den großen Saal auf Vordermann bringen und der wilden Prinzessin Gwinnefer helfen, den netten Herzog Julip für sich zu gewinnen. Wenn nur nicht Gwinnefers gemeine Schwester Clandora ständig dazwischen funken würde.",ca. 60 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/05-0003-99-0444-g-_lt54OMM.png"
306,Für Hund und Katz ist auch noch Platz/Wo ist Mami?,Für Hund und Katz ist auch noch Platz,"Für Hund und Katz ist auch noch PlatzEine Reise auf dem Hexenbesen ist lustig, aber das Leben ist auch für Hexen voller Gefahren. Vor allem, wenn die Hexe einem gefräßigen Drachen vor die Füße fällt. Da ist es gut, wenn man Freunde hat, die einem aus der Patsche helfen!Wo ist Mami? Das arme Äffchen hat seine Mutter verloren, mitten im Wald! Schön, dass der nette Schmetterling suchen helfen will. Aber irgendwas geht bei dieser Suche schief: Ständig führt der Schmetterling das Äffchen zu den falschen Tieren. Weiß er etwa nicht, dass Affenmamas genauso aussehen wie ihre Kinder?",ca. 50 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0191-98-0583-b-Sp8noaH9.png"
307,Freunde für immer,Heidi,"Heidi lebt bei ihrem Großvater in den Bergen. Sie liebt das Leben hoch oben auf der Alm, die Tiere, ihren Freund Peter und ihren Großvater, den Alm-Öhi. Jeder Tag draußen in der Natur birgt neue Abenteuer. Ein kleiner Vogel verletzt sich schwer und Heidi will ihn gesund pflegen. Peters blinde Großmutter sagt ihr, welches Heilkraut sie pflücken muss und Peter hilft ihr es zu finden. Drei Kinder aus dem Dorf verfolgen Peter. Sie wissen, dass er im Wald ein geheimes Versteck hat. Heidi hilft ihrem Freund die Verfolger abzuschütteln. Sie ist die Einzige, die das wunderbare Baumhaus sehen darf, das Peter gebaut hat. Dort oben schwören sich die beiden ewige Freundschaft. Und dort versteckt sie sich als der Lehrer vor der Türe des Alm-Öhi steht, um Heidi in die Schule zu holen ...",ca. 63 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0061-98-0138-b-_-xGEyHw.png"
308,"Lars, hilf mir fliegen!/ Lars rettet die Rentiere",Kleiner Eisbär,"Lars, hilf mir fliegen!Lars, der kleine Eisbär, träumt davon, fliegen zu können, als ein Papageientaucher neben seiner Eisscholle ins Wasser plumpst. Der kleine Vogel heißt Yuri und hat sich am Flügel verletzt. Weit weg von zu Hause braucht er Lars’ Hilfe. Zusammen entdecken sie einen riesigen Ballon und heben ab zu einem ungeplanten, sehr aufregenden Abenteuer.Lars rettet die RentiereEin kleines Rentier hat seine Herde verloren. Zum Glück trifft es auf Lars, den kleinen Eisbären. Gemeinsam mit dem Moschusochsen Oskar finden sie die Herde wieder. Doch ein Zaun versperrt den Rentieren den Weg zu ihren Winterweiden. Zunächst sind alle ratlos, aber dann hat Lars eine Idee …",ca. 19 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0163-98-0507-b-mHaYk14r.png"
309,Irgendwas Bestimmtes,Bummelkasten,"Mit ""Irgendwas Bestimmtes"" beschert euch die singende Ein-Mann-Band ihr erstes Album - mit allen Ecken und Kanten. 10 komplett mundgemachte Songs bestechen hier mit viel Liebe zum Detail, schrägen Charakteren, ohrwurmigen Kompositionen, buntem Kopfkino, unverschämt guten Texten und einem Sound, der sich NICHT gewaschen hat.",ca. 49 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0133-98-0409-b-nkyNQnxs.png"
310,Der Skandal im Hof/Die Spur des Riesen,Die Fuchsbande,"Fall 1: Der SKANDAL IM HOFNiklas, Nele und Till bekommen ein wunderbares Spielhaus auf Stelzen geschenkt. Nur einen Tag später ist es mit rotem Zeug beschmiert. Sie wollen natürlich wissen, was das ist und wer so etwas macht. Opa Rudi bringt sie auf die Idee, die rote Paste als Beweismittel zu sichern. Und mit einem Mal stecken die Kinder und Fritzi mitten drin in ihrem ersten Fall.Fall 2: DIE SPUR DES RIESENDie Fuchsbande ermittelt in ihrem zweiten Fall! Im Kindergarten hat ein Riese seine Spuren hinterlassen. Warum stand der im Sandkasten, was hat er dort gemacht und vor allem – gibt es Riesen also doch?!",ca. 60 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0144-98-0423-b-v7mRq5dh.png"
311,Unter meinem Bett 3,Unter meinem Bett,"Mach mal lauter! Zum dritten Mal haben sich bekannte Bands und Künstler auf das Konzept von Unter meinem Bett eingelassen und Songs eingespielt, ohne voneinander zu wissen. Auf diese Weise entsteht der typische Mix, der Unter meinem Bett so abwechslungsreich und überraschend macht.Prima Mucke zum Mitsingen, coole Texte, neue Rhythmen: Der Mega-Erfolg geht weiter!",ca. 48 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0108-98-0331-b-md0ZW4iF.png"
312,Wasser auf die Mühlen,Wickie,"Den Schrecklichen Sven vertreibt Wickie mit eisigen Worten und einer schlauen Erfindung für das Wikingerschiff. Für den hinterlistigen Piraten Olaf lässt er die Puppen tanzen und einem königlichen Koch baut Wickie einen Zauberkessel. Als Faxe im Wald ein Wolfsbaby findet, muss Wickie mit einer aufgebrachten Wolfsmutter fertigwerden. Und immer wieder beweist sich, dass seine Ideen stärker sind als jede Muskelkraft.",ca. 65 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0031-98-0107-b-ahLQEvh7.png"
313,Die Olchis werden Fußballmeister,Die Olchis,"Die Olchis werden FußballmeisterWas ist denn das? Als die Olchi-Kinder auf dem Müllberg einen alten Fußball finden, wissen sie nicht, was sie damit anfangen sollen. Vielleicht mit einer leckeren Soße verspeisen? Nur der Olchi-Opa kennt sich aus und weiß, wofür so ein Ball gut ist. Schließlich war er früher selbst mal Fußballspieler! Er schlägt den Olchis ein Freundschaftsspiel gegen den 1. FC Schmuddelfing vor. Aber haben die Olchis überhaupt eine Chance gegen diese Profis?",ca. 32 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0020-98-0091-b-HVOj8kjL.png"
314,"Lars, lass mich nicht allein! / Lars und der Angsthase",Kleiner Eisbär,"Lars, lass mich nicht allein!Auf seinen Streifzügen durch die Schneewüste findet Lars, der kleine Eisbär, einen Schlittenhund in einer Eisspalte. Auf ihrem Irrweg übers Eis geraten die beiden immer wieder in Gefahr, kehren aber schließlich wohlbehalten zurück.Lars und der AngsthaseLars befreit den Schneehasen Lena aus einem tiefen Schneeloch und die beiden spielen miteinander. Da bemerkt Lars, dass Lena ein richtiger Angsthase ist. Er fühlt sich umso mutiger und gerät dabei in eine gefährliche Lage ...",ca. 21 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0018-98-0089-b-zF5lupDs.png"
315,Ritter der Popelrunde,Die Olchi-Detektive,"Auf in den Kampf! Gerade als Mister Paddock von der Queen zum Ritter geschlagen werden soll, wird das wert volle königliche Schwert von einem schwarzen Ritter gestohlen! Der Dieb fordert den Olchi-Detektiv zu einem Ritterturnier heraus – wer gewinnt, bekommt das Schwert. Mister Paddock verspricht der Königin, das Schwert zurückzuerobern, und macht sich mit Dumpy, Fritzi und den Olchis aus Schmuddelfing auf den Weg nach Tintagel Castle. Dort soll in der alten Burgruine das Duell stattfinden …",ca. 43 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0047-b-tmMVQ5fC.png"
316,"Jubel, Trubel, Heiserkeit",Rotz 'n' Roll Radio,"Das passt wie die Faust aufs Auge: Wir bringen Kai Lüftners unglaublichen Mix an qualitativ hochwertiger Musik, berührenden und witzigen Texten und natürlich, typisch ROTZ`N`ROLL RADIO, jeder Menge verrückter Zwischentöne auf die Toniebox. Es wird laut und punkrockig mit Kinderzimmer-Hooligan und lustig mit Der Zahnfee oder Fürst Wasserzahn. ROTZ`N`ROLL RADIO!",ca. 79 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0123-b-T06QPTxB.png"
317,Moritz macht das Spiel!,Teufelskicker,"Moritz ist der beste Stürmer seines Hamburger Fußballvereins. Als sich seine Eltern unerwartet trennen, zieht Moritz mit seiner Mutter aufs Land, was ihn schier verzweifeln lässt. Kann er jemals zurück zu seinem Verein und zu seinem Vater, der dort Trainer ist? Wird er einen neuen Verein finden? Wie sind die neuen Schulkameraden – und überhaupt? Für Moritz sind die ersten Wochen in der neuen Heimat ziemlich turbulent und nicht gerade einfach. Doch sein Leben nimmt eine aufregende Wendung …",ca. 51 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0025-98-0101-b-462wp9fG.png"
318,Invasion der Fliegen,Die drei ??? Kids,"Hunderte von Fliegen tummeln sich in Tante Mathildas Haus. Ein Albtraum! Wo kommen die alle her? Ist etwa das ganze Gerümpel auf Onkel Titus’ Schrottplatz daran schuld? Justus, Peter und Bob wissen nur, sie müssen etwas tun oder es wird böse enden. Gemeinsam verfolgen sie die Spur der nervtötenden Brummer bis in einen düsteren Kanalschacht …",ca. 60 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0043-b-r8U2X9kr.png"
319,Das Erbe der Piraten,Die Olchi-Detektive,"Ahoi, Olchi-Detektive! Der Inhalt einer alten Holztruhe führt die Olchi-Detektive auf die Spur des berühmten englischen Piraten Francis Drake, der vor langer Zeit in London einen Schatz vergraben haben soll. Mister Paddock und Co. machen sich auf die Suche nach dem Gold. Schon bald finden sie Hinweise – doch sie sind nicht die Einzigen, die den Schatz finden wollen ...",ca. 42 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0004-98-0056-b-_Yr9cXo0.png"
320,Vorsicht: bissig!,TKKG Junior,"Im „Loch Ness“, einem Badesee in der Millionenstadt, geht Seltsames vor. Schwimmer werden aus der Tiefe des Baggerlochs angegriffen, kommen zum Glück aber mit dem Schrecken davon. Alles rätselt, wer oder was da im See sein Unwesen treibt. TKKG beschließen, dem Geheimnis auf den Grund zu gehen ...",ca. 60 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0182-98-0556-b-RfBvCHlM.png"
321,Schlaflieder,Lieblings-Kinderlieder,"Die schönsten Lieder zum EinschlafenWunderbar schlummern und träumen mit frisch eingespielten Songs der Minimusiker! Der Bestseller-Tonie erhält eine ausgesuchte Zusammenstellung der beliebtesten traditionellen Schlaflieder für Kinder. 21 Songs, mit knapp 50 Minuten Laufzeit wurden brandneu von den Tonies produziert. Jeder Song ist individuell arrangiert, zugleich fügen sich alle Stücke schön zusammen. Eine echte ...Ohrenweide, ein würdiges tonies® Original!",ca. 50 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000830-50002696-b--9flWR7Ik.png"
322,Bobos Ausflug zum Spielplatz,Bobo Siebenschläfer,"Der kleine Siebenschläfer nimmt Euch mit auf Entdeckungstour: Wenn er mal nicht einschlafen kann, mit Mama und Papa im Zug fährt, einen Nachmittag auf der Kirmes ver- bringt oder mit seiner Babysitterin Nina viel Spaß hat. Ob Bobo zum Strand geht, Besuch bekommt oder einen Ausflug zum Spielplatz macht – bei Bobo ist immer was los.",ca. 40 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0009-98-0061-b-l0kNc0lG.png"
323,Unter meinem Bett 1,Unter meinem Bett,"13 der bekanntesten Singer/Songwriter des Landes haben sich zusammengefunden, um eine Kinderlieder-Platte zu machen. Eigentlich ein Grund, stirnrunzelnd einen Blick über die Zeitung zu werfen, wäre da nicht ein so magisches Album entstanden wie „Unter meinem Bett.“Um es vorweg zu nehmen: Songwriter und Kinderlieder passen hervorragend zusammen. Wenn Francesco Wilking („Die höchste Eisenbahn“) gleich im ersten Song von der Fee singt, die nur Tee kochen, aber leider nicht fliegen kann, kommt das fast schon lässiger als jedes andere seiner großartigen Lieder. Gisbert zu Knyphausen hat es sich nicht nehmen lassen, seinen Rumpelstilzchen-Protestsong „Immer muss ich alles sollen“ bereits im Frühjahr jeden Abend auf seiner ausverkauften Tour mit der Kid-Kopphausen-Band zu spielen. Wer erleben durfte, wie das skeptische Lächeln des Publikums bei der Ansage „Jetzt kommt ein Kinderlied“ nach dem letzten Akkord im tosenden Applaus endete, dem musste klar sein – dieser Song ist ein Hit. Für Kinder und Erwachsene. Und als Olli Schulz im Mai dieses Jahres in seiner Radioshow „Sanft und Sorgfältig“ ein Demo seines Songs „Kommissar Ärmchen“ spielte, quoll seine Facebookseite über vor begeisterten Kommentaren, und einige begabte Illustratoren entwarfen gar schon eine Zeichnung für die „superschlaue Krake mit der Polizistenmarke“. Damit war klar, da ist was in der Luft. Es ist schwer zu sagen, welches Lied auf dem Album das beste ist, denn das Album ist eine Wundertüte – in jeder Hinsicht. Ohne zu wissen, welche Songs die Kollegen machen würden, kam jeder der Songwriter mit schlafwandlerischer Sicherheit mit einem neuen Thema um die Ecke.",ca. 43 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0021-98-0092-b-PcfHwbBS.png"
